property_id,location_id,page_url,property_type,price,location,city,province_name,latitude,longitude,baths,area,purpose,bedrooms,date_added,agency,agent,Area Type,Area Size,Area Category
2873584,3491,https://www.zameen.com/Property/soan_garden_soan_garden_block_a_house_for_sale_in_soan_garden__block_a-2873584-3491-1.html,House,20000000,Soan Garden,Islamabad,Islamabad Capital,33.569648,73.151522,5,12 Marla,For Sale,6,06-29-2019,,,Marla,12.0,10-15 Marla
2883507,157,https://www.zameen.com/Property/islamabad_blue_area_f_8_elysium_tower_blue_area__we_offer_1_bed_luxury_apartments_for_sale_booking_start_now-2883507-157-1.html,Flat,19400000,Blue Area,Islamabad,Islamabad Capital,33.713845,73.06097,1,4.3 Marla,For Sale,1,06-27-2019,Crown Associate,Abrar Ahmed,Marla,4.3,0-5 Marla
3098002,3299,https://www.zameen.com/Property/f_6_f_6_1_brand_new_house_for_sale-3098002-3299-1.html,House,100000000,F-6,Islamabad,Islamabad Capital,33.72402,73.074524,5,17.8 Marla,For Sale,5,01-05-2019,Property Syendicate,Rizwan Shafqat,Marla,17.8,15-20 Marla
3101600,3332,https://www.zameen.com/Property/g_11_g_11_3_residential_flat_2_bed_is_available_in_one_in_crown_tower_for_sale-3101600-3332-1.html,Flat,8000000,G-11,Islamabad,Islamabad Capital,33.675604,73.000367,2,6.7 Marla,For Sale,2,05-05-2019,Ettemad Enterprises,Balqiaz Marwat,Marla,6.7,5-10 Marla
3166573,329,https://www.zameen.com/Property/islamabad_e_11_e11_main_margalla_road_capital_resort_new_booking-3166573-329-1.html,Flat,6300000,E-11,Islamabad,Islamabad Capital,33.698137,72.978215,3,5.3 Marla,For Sale,3,05-05-2019,Ettemad Enterprises,Ettemad,Marla,5.3,5-10 Marla
3285142,3307,https://www.zameen.com/Property/f_7_f_7_1_duplex_pair_house_for_sale-3285142-3307-1.html,House,220000000,F-7,Islamabad,Islamabad Capital,33.716274,73.05624,10,2.1 Kanal,For Sale,10,01-05-2019,Property Syendicate,Rizwan Shafqat,Kanal,2.1,1-5 Kanal
3310804,3394,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_4_house_for_sale-3310804-3394-1.html,House,4500000,Ghauri Town,Islamabad,Islamabad Capital,33.61855,73.135471,3,5 Marla,For Sale,2,11-06-2018,,,Marla,5.0,0-5 Marla
3371338,3436,https://www.zameen.com/Property/i_16_i_16_2_8_marla_house_for_sale-3371338-3436-1.html,House,12500000,I-16,Islamabad,Islamabad Capital,33.594496,72.92659499999999,5,8 Marla,For Sale,6,07-04-2019,,,Marla,8.0,5-10 Marla
3626467,343,https://www.zameen.com/Property/islamabad_e_7_extraordinary_location_close_to_faisal_mosque_1244_sq_yd_house-3626467-343-1.html,House,230000000,E-7,Islamabad,Islamabad Capital,33.727409,73.04758100000001,4,2.5 Kanal,For Sale,4,06-12-2019,Zorje Pvt Ltd,Obaid Abbasi,Kanal,2.5,1-5 Kanal
858689,3190,https://www.zameen.com/Property/dha_defence_phase_1_dha_phase_1_sector_b_islamabad_dha_phase_1_sector_b__one_kanal_house_for_rent-858689-3190-4.html,House,110000,DHA Defence,Islamabad,Islamabad Capital,33.542039,73.093414,5,1 Kanal,For Rent,5,10-20-2018,Easy Property,Muhammad Junaid Ceo Muhammad Shahid Director,Kanal,1.0,1-5 Kanal
877435,165,https://www.zameen.com/Property/islamabad_f_7_good_house_for_rent-877435-165-4.html,House,600000,F-7,Islamabad,Islamabad Capital,33.720413,73.056493,6,2 Kanal,For Rent,6,10-20-2018,Nexus Estate Services,Ch Afzal/ Ch Faisal/ Ch Adeel,Kanal,2.0,1-5 Kanal
981663,3349,https://www.zameen.com/Property/g_15_g_15_2_g_15_2_ground_portion_is_available_for_rent-981663-3349-4.html,Lower Portion,33000,G-15,Islamabad,Islamabad Capital,33.633416,72.91821999999999,2,8 Marla,For Rent,2,10-20-2018,,,Marla,8.0,5-10 Marla
1838236,1378,https://www.zameen.com/Property/islamabad_pakistan_town_1_2_kanal_independent_house_for_rent__option_of_adittional_1_2_kanal_empty_plot_at_back_to_be_included_as_backyard_lawn_or_garden-1838236-1378-4.html,House,45000,Pakistan Town,Islamabad,Islamabad Capital,33.575404999999996,73.143325,5,1.2 Kanal,For Rent,3,07-11-2019,,,Kanal,1.2,1-5 Kanal
1871937,156,https://www.zameen.com/Property/islamabad_bhara_kahu_brand_new_portion_for_rent-1871937-156-4.html,Upper Portion,12000,Bhara kahu,Islamabad,Islamabad Capital,33.737402,73.179159,2,5 Marla,For Rent,2,02-04-2019,,,Marla,5.0,0-5 Marla
1923026,165,https://www.zameen.com/Property/islamabad_f_7_beautiful_home_for_rent_in_f_7_islamabad-1923026-165-4.html,House,175000,F-7,Islamabad,Islamabad Capital,33.720413,73.056493,4,13.3 Marla,For Rent,4,06-04-2019,,,Marla,13.3,10-15 Marla
2040534,9014,https://www.zameen.com/Property/islamabad_islamabad_expressway_ground_portion_is_available_for_rent_near_tm_cng_service_road_khanna_pul_expressway_islamabad-2040534-9014-4.html,Lower Portion,17000,Islamabad Expressway,Islamabad,Islamabad Capital,33.632166,73.11150699999999,2,5 Marla,For Rent,2,02-04-2019,,,Marla,5.0,0-5 Marla
